date,competition,weight,home_team,away_team,home_goals,away_goals,total_goals,goal_diff,result,btts,over_2_5,over_3_5,home_win,draw,away_win,neutral
2022-09-26,Friendly,0.1,Ethiopia,Sudan,2,2,4,0,D,1,1,1,0,1,0,False
2022-09-26,Jordan International Tournament,0.6,Iraq,Syria,1,0,1,1,H,0,0,0,1,0,0,True
2022-09-26,Jordan International Tournament,0.6,Jordan,Oman,1,0,1,1,H,0,0,0,1,0,0,False
2022-09-26,UEFA Nations League,0.75,England,Germany,3,3,6,0,D,1,1,1,0,1,0,False
2022-09-26,UEFA Nations League,0.75,Hungary,Italy,0,2,2,-2,A,0,0,0,0,0,1,False
2022-09-26,UEFA Nations League,0.75,Montenegro,Finland,0,2,2,-2,A,0,0,0,0,0,1,False
2022-09-26,UEFA Nations League,0.75,Romania,Bosnia and Herzegovina,4,1,5,3,H,1,1,1,1,0,0,False
2022-09-26,UEFA Nations League,0.75,Gibraltar,Georgia,1,2,3,-1,A,1,1,0,0,0,1,False
2022-09-26,UEFA Nations League,0.75,North Macedonia,Bulgaria,0,1,1,-1,A,0,0,0,0,0,1,False
2022-09-26,UEFA Nations League,0.75,San Marino,Estonia,0,4,4,-4,A,0,1,1,0,0,1,False
2022-09-27,MSG Prime Minister's Cup,0.6,Fiji,Papua New Guinea,0,1,1,-1,A,0,0,0,0,0,1,True
2022-09-27,Friendly,0.1,Algeria,Nigeria,2,1,3,1,H,1,1,0,1,0,0,False
2022-09-27,Friendly,0.1,Argentina,Jamaica,3,0,3,3,H,0,1,0,1,0,0,True
2022-09-27,Friendly,0.1,Bahrain,Panama,0,2,2,-2,A,0,0,0,0,0,1,False
2022-09-27,Friendly,0.1,Brazil,Tunisia,5,1,6,4,H,1,1,1,1,0,0,True
2022-09-27,Friendly,0.1,Brunei,Laos,1,0,1,1,H,0,0,0,1,0,0,False
2022-09-27,Friendly,0.1,Burkina Faso,Comoros,2,1,3,1,H,1,1,0,1,0,0,True
2022-09-27,Friendly,0.1,Canada,Uruguay,0,2,2,-2,A,0,0,0,0,0,1,True
2022-09-27,Friendly,0.1,Congo DR,Sierra Leone,3,0,3,3,H,0,1,0,1,0,0,True
2022-09-27,Friendly,0.1,Costa Rica,Uzbekistan,2,1,3,1,H,1,1,0,1,0,0,True
2022-09-27,Kirin Challenge Cup,0.6,Ecuador,Japan,0,0,0,0,D,0,0,0,0,1,0,True
2022-09-27,Friendly,0.1,Egypt,Liberia,3,0,3,3,H,0,1,0,1,0,0,False
2022-09-27,Friendly,0.1,Equatorial Guinea,Togo,2,2,4,0,D,1,1,1,0,1,0,True
2022-09-27,Friendly,0.1,Ghana,Nicaragua,1,0,1,1,H,0,0,0,1,0,0,True
2022-09-27,Friendly,0.1,Honduras,Guatemala,2,1,3,1,H,1,1,0,1,0,0,True
2022-09-27,Friendly,0.1,Indonesia,Curaçao,2,1,3,1,H,1,1,0,1,0,0,False
2022-09-27,Friendly,0.1,Iran,Senegal,1,1,2,0,D,1,0,0,0,1,0,True
2022-09-27,Friendly,0.1,Ivory Coast,Guinea,3,1,4,2,H,1,1,1,1,0,0,True
2022-09-27,Friendly,0.1,South Korea,Cameroon,1,0,1,1,H,0,0,0,1,0,0,False
2022-09-27,Friendly,0.1,Libya,Tanzania,2,1,3,1,H,1,1,0,1,0,0,False
2022-09-27,Friendly,0.1,Madagascar,Benin,3,1,4,2,H,1,1,1,1,0,0,True
2022-09-27,Friendly,0.1,Malta,Israel,2,1,3,1,H,1,1,0,1,0,0,False
2022-09-27,Friendly,0.1,Mauritania,Congo,2,0,2,2,H,0,0,0,1,0,0,True
2022-09-27,Friendly,0.1,Mexico,Colombia,2,3,5,-1,A,1,1,1,0,0,1,True
2022-09-27,Friendly,0.1,Nepal,Bangladesh,3,1,4,2,H,1,1,1,1,0,0,False
2022-09-27,Friendly,0.1,Paraguay,Morocco,0,0,0,0,D,0,0,0,0,1,0,True
2022-09-27,Friendly,0.1,Peru,El Salvador,4,1,5,3,H,1,1,1,1,0,0,True
2022-09-27,Friendly,0.1,Qatar,Chile,2,2,4,0,D,1,1,1,0,1,0,True
2022-09-27,Friendly,0.1,Saudi Arabia,USA,0,0,0,0,D,0,0,0,0,1,0,True
2022-09-27,Friendly,0.1,South Africa,Botswana,1,0,1,1,H,0,0,0,1,0,0,False
2022-09-27,Friendly,0.1,United Arab Emirates,Venezuela,0,4,4,-4,A,0,1,1,0,0,1,True
2022-09-27,Friendly,0.1,Vietnam,India,3,0,3,3,H,0,1,0,1,0,0,False
2022-09-27,UEFA Nations League,0.75,Portugal,Spain,0,1,1,-1,A,0,0,0,0,0,1,False
2022-09-27,UEFA Nations League,0.75,Switzerland,Czech Republic,2,1,3,1,H,1,1,0,1,0,0,False
2022-09-27,UEFA Nations League,0.75,Republic of Ireland,Armenia,3,2,5,1,H,1,1,1,1,0,0,False
2022-09-27,UEFA Nations League,0.75,Ukraine,Scotland,0,0,0,0,D,0,0,0,0,1,0,True
2022-09-27,UEFA Nations League,0.75,Albania,Iceland,1,1,2,0,D,1,0,0,0,1,0,False
2022-09-27,UEFA Nations League,0.75,Norway,Serbia,0,2,2,-2,A,0,0,0,0,0,1,False
2022-09-27,UEFA Nations League,0.75,Sweden,Slovenia,1,1,2,0,D,1,0,0,0,1,0,False
2022-09-27,UEFA Nations League,0.75,Kosovo,Cyprus,5,1,6,4,H,1,1,1,1,0,0,False
2022-09-27,UEFA Nations League,0.75,Greece,Northern Ireland,3,1,4,2,H,1,1,1,1,0,0,False
2022-09-30,MSG Prime Minister's Cup,0.6,Fiji,Solomon Islands,1,0,1,1,H,0,0,0,1,0,0,True
2022-10-01,Friendly,0.1,Saint Vincent and the Grenadines,Grenada,1,5,6,-4,A,1,1,1,0,0,1,False
2022-10-22,Friendly,0.1,Saudi Arabia,North Macedonia,1,0,1,1,H,0,0,0,1,0,0,True
2022-10-23,Friendly,0.1,Qatar,Guatemala,2,0,2,2,H,0,0,0,1,0,0,True
2022-10-26,Friendly,0.1,Saudi Arabia,Albania,1,1,2,0,D,1,0,0,0,1,0,True
2022-10-27,Friendly,0.1,Qatar,Honduras,1,0,1,1,H,0,0,0,1,0,0,True
2022-10-30,Friendly,0.1,Saudi Arabia,Honduras,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-05,AFF Championship qualification,0.6,Brunei,Timor-Leste,6,2,8,4,H,1,1,1,1,0,0,False
2022-11-06,Friendly,0.1,Saudi Arabia,Iceland,1,0,1,1,H,0,0,0,1,0,0,True
2022-11-07,Friendly,0.1,Qatar,Panama,2,1,3,1,H,1,1,0,1,0,0,True
2022-11-08,AFF Championship qualification,0.6,Brunei,Timor-Leste,0,1,1,-1,A,0,0,0,0,0,1,False
2022-11-09,Friendly,0.1,Albania,Qatar,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-09,Friendly,0.1,Cameroon,Jamaica,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-09,Friendly,0.1,Costa Rica,Nigeria,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-09,Friendly,0.1,Mexico,Iraq,4,0,4,4,H,0,1,1,1,0,0,True
2022-11-10,Friendly,0.1,Iran,Nicaragua,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-10,Friendly,0.1,Saudi Arabia,Panama,1,1,2,0,D,1,0,0,0,1,0,True
2022-11-11,Friendly,0.1,Bahrain,Canada,2,2,4,0,D,1,1,1,0,1,0,False
2022-11-11,Friendly,0.1,South Korea,Iceland,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-12,Friendly,0.1,Iraq,Ecuador,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-13,Friendly,0.1,Syria,Algeria,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-13,Friendly,0.1,West Papua,Raetia,1,1,2,0,D,1,0,0,0,1,0,True
2022-11-15,Friendly,0.1,Venezuela,Panama,2,2,4,0,D,1,1,1,0,1,0,True
2022-11-16,Friendly,0.1,Albania,Italy,1,3,4,-2,A,1,1,1,0,0,1,False
2022-11-16,Friendly,0.1,Algeria,Mali,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-16,Friendly,0.1,Andorra,Austria,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-16,Friendly,0.1,Cyprus,Bulgaria,0,2,2,-2,A,0,0,0,0,0,1,False
2022-11-16,Friendly,0.1,Czech Republic,Faroe Islands,5,0,5,5,H,0,1,1,1,0,0,False
2022-11-16,Friendly,0.1,Dominican Republic,Cuba,2,4,6,-2,A,1,1,1,0,0,1,False
2022-11-16,Friendly,0.1,Gibraltar,Liechtenstein,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-16,Friendly,0.1,Iran,Tunisia,0,2,2,-2,A,0,0,0,0,0,1,True
2022-11-16,Friendly,0.1,Ivory Coast,Burundi,4,0,4,4,H,0,1,1,1,0,0,True
2022-11-16,Friendly,0.1,Kosovo,Armenia,2,2,4,0,D,1,1,1,0,1,0,False
2022-11-16,Friendly,0.1,Mexico,Sweden,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-16,Friendly,0.1,Moldova,Azerbaijan,1,2,3,-1,A,1,1,0,0,0,1,False
2022-11-16,Friendly,0.1,Nepal,Pakistan,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-16,Friendly,0.1,Nicaragua,El Salvador,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-16,Friendly,0.1,Oman,Germany,0,1,1,-1,A,0,0,0,0,0,1,False
2022-11-16,Friendly,0.1,Peru,Paraguay,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-16,Friendly,0.1,Poland,Chile,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-16,Friendly,0.1,Saudi Arabia,Croatia,0,1,1,-1,A,0,0,0,0,0,1,False
2022-11-16,Friendly,0.1,Turkey,Scotland,2,1,3,1,H,1,1,0,1,0,0,False
2022-11-16,Friendly,0.1,United Arab Emirates,Argentina,0,5,5,-5,A,0,1,1,0,0,1,False
2022-11-16,Friendly,0.1,Uzbekistan,Kazakhstan,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-16,Baltic Cup,0.6,Lithuania,Iceland,0,0,0,0,D,0,0,0,0,1,0,False
2022-11-16,Baltic Cup,0.6,Latvia,Estonia,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-17,Friendly,0.1,Angola,Botswana,1,0,1,1,H,0,0,0,1,0,0,True
2022-11-17,Friendly,0.1,Gabon,Guinea-Bissau,3,1,4,2,H,1,1,1,1,0,0,True
2022-11-17,Friendly,0.1,Israel,Zambia,4,2,6,2,H,1,1,1,1,0,0,False
2022-11-17,Friendly,0.1,Japan,Canada,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-17,Friendly,0.1,Jordan,Spain,1,3,4,-2,A,1,1,1,0,0,1,False
2022-11-17,Friendly,0.1,Luxembourg,Hungary,2,2,4,0,D,1,1,1,0,1,0,False
2022-11-17,Friendly,0.1,Malta,Greece,2,2,4,0,D,1,1,1,0,1,0,False
2022-11-17,Friendly,0.1,Montenegro,Slovakia,2,2,4,0,D,1,1,1,0,1,0,False
2022-11-17,Friendly,0.1,Morocco,Georgia,3,0,3,3,H,0,1,0,1,0,0,True
2022-11-17,Friendly,0.1,Niger,Libya,2,3,5,-1,A,1,1,1,0,0,1,True
2022-11-17,Friendly,0.1,North Macedonia,Finland,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-17,Friendly,0.1,Portugal,Nigeria,4,0,4,4,H,0,1,1,1,0,0,False
2022-11-17,Friendly,0.1,Republic of Ireland,Norway,1,2,3,-1,A,1,1,0,0,0,1,False
2022-11-17,Friendly,0.1,Romania,Slovenia,1,2,3,-1,A,1,1,0,0,0,1,False
2022-11-17,Friendly,0.1,Rwanda,Sudan,0,0,0,0,D,0,0,0,0,1,0,False
2022-11-17,Friendly,0.1,South Africa,Mozambique,2,1,3,1,H,1,1,0,1,0,0,False
2022-11-17,Friendly,0.1,Saint Lucia,San Marino,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-17,Friendly,0.1,Switzerland,Ghana,0,2,2,-2,A,0,0,0,0,0,1,True
2022-11-17,Friendly,0.1,Syria,Belarus,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-17,Friendly,0.1,Tajikistan,Russia,0,0,0,0,D,0,0,0,0,1,0,False
2022-11-18,Friendly,0.1,Bahrain,Serbia,1,5,6,-4,A,1,1,1,0,0,1,False
2022-11-18,Friendly,0.1,Cameroon,Panama,1,1,2,0,D,1,0,0,0,1,0,True
2022-11-18,Friendly,0.1,Dominican Republic,Cuba,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-18,Friendly,0.1,Egypt,Belgium,2,1,3,1,H,1,1,0,1,0,0,True
2022-11-19,Friendly,0.1,Albania,Armenia,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-19,Friendly,0.1,Colombia,Paraguay,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-19,Friendly,0.1,Gibraltar,Andorra,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-19,Friendly,0.1,Guatemala,Nicaragua,3,1,4,2,H,1,1,1,1,0,0,True
2022-11-19,Friendly,0.1,Ivory Coast,Burkina Faso,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-19,Friendly,0.1,Kosovo,Faroe Islands,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-19,Friendly,0.1,Kuwait,Lebanon,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-19,Friendly,0.1,Peru,Bolivia,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-19,Friendly,0.1,Rwanda,Sudan,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-19,Friendly,0.1,Sweden,Algeria,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-19,Friendly,0.1,Turkey,Czech Republic,2,1,3,1,H,1,1,0,1,0,0,False
2022-11-19,Friendly,0.1,United Arab Emirates,Kazakhstan,2,1,3,1,H,1,1,0,1,0,0,False
2022-11-19,Baltic Cup,0.6,Estonia,Lithuania,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-19,Baltic Cup,0.6,Latvia,Iceland,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-20,Friendly,0.1,Austria,Italy,2,0,2,2,H,0,0,0,1,0,0,False
2022-11-20,Friendly,0.1,Gambia,Guinea-Bissau,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-20,Friendly,0.1,Hungary,Greece,2,1,3,1,H,1,1,0,1,0,0,False
2022-11-20,Friendly,0.1,Israel,Cyprus,2,3,5,-1,A,1,1,1,0,0,1,False
2022-11-20,Friendly,0.1,Luxembourg,Bulgaria,0,0,0,0,D,0,0,0,0,1,0,False
2022-11-20,Friendly,0.1,Malta,Republic of Ireland,0,1,1,-1,A,0,0,0,0,0,1,False
2022-11-20,Friendly,0.1,Moldova,Romania,0,5,5,-5,A,0,1,1,0,0,1,False
2022-11-20,Friendly,0.1,Niger,Gabon,1,3,4,-2,A,1,1,1,0,0,1,True
2022-11-20,Friendly,0.1,North Macedonia,Azerbaijan,1,3,4,-2,A,1,1,1,0,0,1,False
2022-11-20,Friendly,0.1,Norway,Finland,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-20,Friendly,0.1,Oman,Belarus,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-20,Friendly,0.1,Slovakia,Chile,0,0,0,0,D,0,0,0,0,1,0,False
2022-11-20,Friendly,0.1,Slovenia,Montenegro,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-20,Friendly,0.1,South Africa,Angola,1,1,2,0,D,1,0,0,0,1,0,False
2022-11-20,Friendly,0.1,Saint Lucia,San Marino,1,0,1,1,H,0,0,0,1,0,0,False
2022-11-20,Friendly,0.1,Syria,Venezuela,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-20,Friendly,0.1,Uzbekistan,Russia,0,0,0,0,D,0,0,0,0,1,0,False
2022-11-20,FIFA World Cup,1.0,Qatar,Ecuador,0,2,2,-2,A,0,0,0,0,0,1,False
2022-11-21,FIFA World Cup,1.0,Senegal,Netherlands,0,2,2,-2,A,0,0,0,0,0,1,True
2022-11-21,FIFA World Cup,1.0,England,Iran,6,2,8,4,H,1,1,1,1,0,0,True
2022-11-21,FIFA World Cup,1.0,USA,Wales,1,1,2,0,D,1,0,0,0,1,0,True
2022-11-22,FIFA World Cup,1.0,Argentina,Saudi Arabia,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-22,FIFA World Cup,1.0,Mexico,Poland,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-22,FIFA World Cup,1.0,Denmark,Tunisia,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-22,FIFA World Cup,1.0,France,Australia,4,1,5,3,H,1,1,1,1,0,0,True
2022-11-23,FIFA World Cup,1.0,Germany,Japan,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-23,FIFA World Cup,1.0,Spain,Costa Rica,7,0,7,7,H,0,1,1,1,0,0,True
2022-11-23,FIFA World Cup,1.0,Morocco,Croatia,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-23,FIFA World Cup,1.0,Belgium,Canada,1,0,1,1,H,0,0,0,1,0,0,True
2022-11-24,FIFA World Cup,1.0,Switzerland,Cameroon,1,0,1,1,H,0,0,0,1,0,0,True
2022-11-24,FIFA World Cup,1.0,Brazil,Serbia,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-24,FIFA World Cup,1.0,Uruguay,South Korea,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-24,FIFA World Cup,1.0,Portugal,Ghana,3,2,5,1,H,1,1,1,1,0,0,True
2022-11-25,FIFA World Cup,1.0,Qatar,Senegal,1,3,4,-2,A,1,1,1,0,0,1,False
2022-11-25,FIFA World Cup,1.0,Netherlands,Ecuador,1,1,2,0,D,1,0,0,0,1,0,True
2022-11-25,FIFA World Cup,1.0,Wales,Iran,0,2,2,-2,A,0,0,0,0,0,1,True
2022-11-25,FIFA World Cup,1.0,England,USA,0,0,0,0,D,0,0,0,0,1,0,True
2022-11-26,FIFA World Cup,1.0,Poland,Saudi Arabia,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-26,FIFA World Cup,1.0,Argentina,Mexico,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-26,FIFA World Cup,1.0,Tunisia,Australia,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-26,FIFA World Cup,1.0,France,Denmark,2,1,3,1,H,1,1,0,1,0,0,True
2022-11-27,FIFA World Cup,1.0,Japan,Costa Rica,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-27,FIFA World Cup,1.0,Spain,Germany,1,1,2,0,D,1,0,0,0,1,0,True
2022-11-27,FIFA World Cup,1.0,Belgium,Morocco,0,2,2,-2,A,0,0,0,0,0,1,True
2022-11-27,FIFA World Cup,1.0,Croatia,Canada,4,1,5,3,H,1,1,1,1,0,0,True
2022-11-28,FIFA World Cup,1.0,Cameroon,Serbia,3,3,6,0,D,1,1,1,0,1,0,True
2022-11-28,FIFA World Cup,1.0,Brazil,Switzerland,1,0,1,1,H,0,0,0,1,0,0,True
2022-11-28,FIFA World Cup,1.0,South Korea,Ghana,2,3,5,-1,A,1,1,1,0,0,1,True
2022-11-28,FIFA World Cup,1.0,Portugal,Uruguay,2,0,2,2,H,0,0,0,1,0,0,True
2022-11-29,FIFA World Cup,1.0,Ecuador,Senegal,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-29,FIFA World Cup,1.0,Qatar,Netherlands,0,2,2,-2,A,0,0,0,0,0,1,False
2022-11-29,FIFA World Cup,1.0,Wales,England,0,3,3,-3,A,0,1,0,0,0,1,True
2022-11-29,FIFA World Cup,1.0,Iran,USA,0,1,1,-1,A,0,0,0,0,0,1,True
2022-11-30,FIFA World Cup,1.0,Poland,Argentina,0,2,2,-2,A,0,0,0,0,0,1,True
2022-11-30,FIFA World Cup,1.0,Saudi Arabia,Mexico,1,2,3,-1,A,1,1,0,0,0,1,True
2022-11-30,FIFA World Cup,1.0,Australia,Denmark,1,0,1,1,H,0,0,0,1,0,0,True
2022-11-30,FIFA World Cup,1.0,Tunisia,France,1,0,1,1,H,0,0,0,1,0,0,True
2022-12-01,FIFA World Cup,1.0,Japan,Spain,2,1,3,1,H,1,1,0,1,0,0,True
2022-12-01,FIFA World Cup,1.0,Costa Rica,Germany,2,4,6,-2,A,1,1,1,0,0,1,True
2022-12-01,FIFA World Cup,1.0,Croatia,Belgium,0,0,0,0,D,0,0,0,0,1,0,True
2022-12-01,FIFA World Cup,1.0,Canada,Morocco,1,2,3,-1,A,1,1,0,0,0,1,True
2022-12-02,FIFA World Cup,1.0,Serbia,Switzerland,2,3,5,-1,A,1,1,1,0,0,1,True
2022-12-02,FIFA World Cup,1.0,Cameroon,Brazil,1,0,1,1,H,0,0,0,1,0,0,True
2022-12-02,FIFA World Cup,1.0,Ghana,Uruguay,0,2,2,-2,A,0,0,0,0,0,1,True
2022-12-02,FIFA World Cup,1.0,South Korea,Portugal,2,1,3,1,H,1,1,0,1,0,0,True
2022-12-03,FIFA World Cup,1.0,Netherlands,USA,3,1,4,2,H,1,1,1,1,0,0,True
2022-12-03,FIFA World Cup,1.0,Argentina,Australia,2,1,3,1,H,1,1,0,1,0,0,True
2022-12-04,FIFA World Cup,1.0,France,Poland,3,1,4,2,H,1,1,1,1,0,0,True
2022-12-04,FIFA World Cup,1.0,England,Senegal,3,0,3,3,H,0,1,0,1,0,0,True
2022-12-05,FIFA World Cup,1.0,Japan,Croatia,1,1,2,0,D,1,0,0,0,1,0,True
2022-12-05,FIFA World Cup,1.0,Brazil,South Korea,4,1,5,3,H,1,1,1,1,0,0,True
2022-12-06,FIFA World Cup,1.0,Morocco,Spain,0,0,0,0,D,0,0,0,0,1,0,True
2022-12-06,FIFA World Cup,1.0,Portugal,Switzerland,6,1,7,5,H,1,1,1,1,0,0,True
2022-12-09,FIFA World Cup,1.0,Croatia,Brazil,1,1,2,0,D,1,0,0,0,1,0,True
2022-12-09,FIFA World Cup,1.0,Netherlands,Argentina,2,2,4,0,D,1,1,1,0,1,0,True
2022-12-09,Friendly,0.1,Malaysia,Cambodia,4,0,4,4,H,0,1,1,1,0,0,False
2022-12-10,FIFA World Cup,1.0,Morocco,Portugal,1,0,1,1,H,0,0,0,1,0,0,True
2022-12-10,FIFA World Cup,1.0,England,France,1,2,3,-1,A,1,1,0,0,0,1,True
2022-12-11,Friendly,0.1,Thailand,Myanmar,6,0,6,6,H,0,1,1,1,0,0,False
2022-12-13,FIFA World Cup,1.0,Argentina,Croatia,3,0,3,3,H,0,1,0,1,0,0,True
2022-12-14,FIFA World Cup,1.0,France,Morocco,2,0,2,2,H,0,0,0,1,0,0,True
2022-12-14,Friendly,0.1,Malaysia,Maldives,3,0,3,3,H,0,1,0,1,0,0,False
2022-12-14,Friendly,0.1,Thailand,Taiwan,0,1,1,-1,A,0,0,0,0,0,1,False
2022-12-14,Friendly,0.1,Vietnam,Philippines,1,0,1,1,H,0,0,0,1,0,0,False
2022-12-17,FIFA World Cup,1.0,Croatia,Morocco,2,1,3,1,H,1,1,0,1,0,0,True
2022-12-17,Friendly,0.1,Singapore,Maldives,3,1,4,2,H,1,1,1,1,0,0,False
2022-12-18,FIFA World Cup,1.0,Argentina,France,3,3,6,0,D,1,1,1,0,1,0,True
2022-12-20,AFF Championship,0.6,Cambodia,Philippines,3,2,5,1,H,1,1,1,1,0,0,False
2022-12-20,AFF Championship,0.6,Brunei,Thailand,0,5,5,-5,A,0,1,1,0,0,1,True
2022-12-21,AFF Championship,0.6,Myanmar,Malaysia,0,1,1,-1,A,0,0,0,0,0,1,False
2022-12-21,AFF Championship,0.6,Laos,Vietnam,0,6,6,-6,A,0,1,1,0,0,1,False
2022-12-23,Friendly,0.1,Oman,Syria,2,1,3,1,H,1,1,0,1,0,0,True
2022-12-23,AFF Championship,0.6,Philippines,Brunei,5,1,6,4,H,1,1,1,1,0,0,False
2022-12-23,AFF Championship,0.6,Indonesia,Cambodia,2,1,3,1,H,1,1,0,1,0,0,False
2022-12-24,AFF Championship,0.6,Singapore,Myanmar,3,2,5,1,H,1,1,1,1,0,0,False
2022-12-24,AFF Championship,0.6,Malaysia,Laos,5,0,5,5,H,0,1,1,1,0,0,False
2022-12-26,AFF Championship,0.6,Brunei,Indonesia,0,7,7,-7,A,0,1,1,0,0,1,True
2022-12-26,AFF Championship,0.6,Thailand,Philippines,4,0,4,4,H,0,1,1,1,0,0,False
2022-12-27,AFF Championship,0.6,Laos,Singapore,0,2,2,-2,A,0,0,0,0,0,1,False
2022-12-27,AFF Championship,0.6,Vietnam,Malaysia,3,0,3,3,H,0,1,0,1,0,0,False
2022-12-29,AFF Championship,0.6,Cambodia,Brunei,5,1,6,4,H,1,1,1,1,0,0,False
2022-12-29,AFF Championship,0.6,Indonesia,Thailand,1,1,2,0,D,1,0,0,0,1,0,False
2022-12-30,Friendly,0.1,Iraq,Kuwait,1,0,1,1,H,0,0,0,1,0,0,False
2022-12-30,Friendly,0.1,Oman,Syria,1,0,1,1,H,0,0,0,1,0,0,True
2022-12-30,Friendly,0.1,United Arab Emirates,Lebanon,1,0,1,1,H,0,0,0,1,0,0,False
2022-12-30,AFF Championship,0.6,Myanmar,Laos,2,2,4,0,D,1,1,1,0,1,0,False
2022-12-30,AFF Championship,0.6,Singapore,Vietnam,0,0,0,0,D,0,0,0,0,1,0,False
2023-01-02,AFF Championship,0.6,Thailand,Cambodia,3,1,4,2,H,1,1,1,1,0,0,False
2023-01-02,AFF Championship,0.6,Philippines,Indonesia,1,2,3,-1,A,1,1,0,0,0,1,False
2023-01-03,AFF Championship,0.6,Vietnam,Myanmar,3,0,3,3,H,0,1,0,1,0,0,False
2023-01-03,AFF Championship,0.6,Malaysia,Singapore,4,1,5,3,H,1,1,1,1,0,0,False
2023-01-06,Gulf Cup,0.6,Iraq,Oman,0,0,0,0,D,0,0,0,0,1,0,False
2023-01-06,Gulf Cup,0.6,Yemen,Saudi Arabia,0,2,2,-2,A,0,0,0,0,0,1,True
2023-01-06,AFF Championship,0.6,Indonesia,Vietnam,0,0,0,0,D,0,0,0,0,1,0,False
2023-01-07,Gulf Cup,0.6,Bahrain,United Arab Emirates,2,1,3,1,H,1,1,0,1,0,0,True
2023-01-07,Gulf Cup,0.6,Kuwait,Qatar,0,2,2,-2,A,0,0,0,0,0,1,True
2023-01-07,AFF Championship,0.6,Malaysia,Thailand,1,0,1,1,H,0,0,0,1,0,0,False
2023-01-08,Friendly,0.1,Iceland,Estonia,1,1,2,0,D,1,0,0,0,1,0,True
2023-01-09,Friendly,0.1,Sweden,Finland,2,0,2,2,H,0,0,0,1,0,0,True
2023-01-09,Gulf Cup,0.6,Oman,Yemen,3,2,5,1,H,1,1,1,1,0,0,True
2023-01-09,Gulf Cup,0.6,Iraq,Saudi Arabia,2,0,2,2,H,0,0,0,1,0,0,False
2023-01-09,AFF Championship,0.6,Vietnam,Indonesia,2,0,2,2,H,0,0,0,1,0,0,False
2023-01-10,Gulf Cup,0.6,United Arab Emirates,Kuwait,0,1,1,-1,A,0,0,0,0,0,1,True
2023-01-10,Gulf Cup,0.6,Qatar,Bahrain,1,2,3,-1,A,1,1,0,0,0,1,True
2023-01-10,AFF Championship,0.6,Thailand,Malaysia,3,0,3,3,H,0,1,0,1,0,0,False
2023-01-12,Friendly,0.1,Finland,Estonia,0,1,1,-1,A,0,0,0,0,0,1,True
2023-01-12,Friendly,0.1,Sweden,Iceland,2,1,3,1,H,1,1,0,1,0,0,True
2023-01-12,Gulf Cup,0.6,Iraq,Yemen,5,0,5,5,H,0,1,1,1,0,0,False
